Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
796.0000,51.0000,male,2.0000,free,nan,little,7511.0000,18.0000,car
797.0000,22.0000,female,1.0000,rent,little,nan,1258.0000,12.0000,furniture/equipment
798.0000,54.0000,male,2.0000,own,nan,nan,717.0000,24.0000,car
799.0000,35.0000,male,0.0000,own,nan,moderate,1549.0000,9.0000,car
800.0000,54.0000,male,2.0000,free,little,nan,1597.0000,24.0000,education
801.0000,48.0000,female,1.0000,rent,little,moderate,1795.0000,18.0000,radio/TV
802.0000,24.0000,female,2.0000,own,little,little,4272.0000,20.0000,furniture/equipment
803.0000,35.0000,male,2.0000,own,nan,nan,976.0000,12.0000,radio/TV
805.0000,24.0000,male,2.0000,own,little,little,9271.0000,36.0000,car
806.0000,26.0000,male,1.0000,own,little,moderate,590.0000,6.0000,radio/TV
807.0000,65.0000,male,2.0000,own,nan,nan,930.0000,12.0000,radio/TV
809.0000,26.0000,female,0.0000,rent,little,moderate,1778.0000,15.0000,car
810.0000,26.0000,male,2.0000,own,little,moderate,907.0000,8.0000,business
811.0000,28.0000,male,1.0000,own,little,moderate,484.0000,6.0000,radio/TV
812.0000,24.0000,male,2.0000,own,little,little,9629.0000,36.0000,car
814.0000,46.0000,male,2.0000,free,little,little,3931.0000,48.0000,car
815.0000,54.0000,female,2.0000,rent,little,moderate,7432.0000,36.0000,car
816.0000,62.0000,male,2.0000,own,quite rich,nan,1338.0000,6.0000,domestic appliances
817.0000,24.0000,female,2.0000,rent,little,nan,1554.0000,6.0000,radio/TV
819.0000,26.0000,male,2.0000,own,little,little,1345.0000,18.0000,radio/TV
820.0000,27.0000,male,2.0000,own,little,nan,1101.0000,12.0000,car
821.0000,24.0000,male,2.0000,own,little,rich,3016.0000,12.0000,radio/TV
822.0000,41.0000,male,2.0000,own,little,little,2712.0000,36.0000,furniture/equipment
823.0000,47.0000,male,1.0000,own,little,little,731.0000,8.0000,car
824.0000,35.0000,male,3.0000,own,little,nan,3780.0000,18.0000,furniture/equipment
825.0000,30.0000,male,2.0000,own,little,little,1602.0000,21.0000,car
826.0000,33.0000,female,2.0000,rent,little,little,3966.0000,18.0000,car
827.0000,36.0000,male,2.0000,own,little,nan,4165.0000,18.0000,business
828.0000,47.0000,male,2.0000,free,nan,little,8335.0000,36.0000,car
829.0000,38.0000,male,2.0000,free,nan,moderate,6681.0000,48.0000,business
830.0000,44.0000,male,2.0000,own,quite rich,nan,2375.0000,24.0000,business
831.0000,23.0000,female,2.0000,rent,little,little,1216.0000,18.0000,car
833.0000,42.0000,female,2.0000,own,nan,moderate,5084.0000,24.0000,radio/TV
834.0000,25.0000,female,1.0000,own,little,rich,2327.0000,15.0000,radio/TV
835.0000,48.0000,male,2.0000,own,little,little,1082.0000,12.0000,car
836.0000,21.0000,female,2.0000,own,nan,nan,886.0000,12.0000,radio/TV
837.0000,23.0000,female,1.0000,rent,little,nan,601.0000,4.0000,furniture/equipment
838.0000,63.0000,male,2.0000,own,little,little,2957.0000,24.0000,car
839.0000,46.0000,male,2.0000,own,little,nan,2611.0000,24.0000,radio/TV
840.0000,29.0000,male,2.0000,own,little,little,5179.0000,36.0000,furniture/equipment
841.0000,28.0000,male,1.0000,own,little,nan,2993.0000,21.0000,car
842.0000,23.0000,female,2.0000,own,little,nan,1943.0000,18.0000,repairs
843.0000,50.0000,male,2.0000,own,little,nan,1559.0000,24.0000,business
844.0000,47.0000,male,2.0000,own,little,nan,3422.0000,18.0000,furniture/equipment
845.0000,35.0000,male,2.0000,own,nan,moderate,3976.0000,21.0000,furniture/equipment
847.0000,28.0000,male,2.0000,own,little,nan,1249.0000,24.0000,car
848.0000,59.0000,male,2.0000,own,little,little,1364.0000,9.0000,radio/TV
849.0000,57.0000,male,1.0000,own,little,little,709.0000,12.0000,radio/TV
850.0000,33.0000,male,2.0000,rent,little,little,2235.0000,20.0000,car
851.0000,43.0000,male,2.0000,own,nan,nan,4042.0000,24.0000,car
852.0000,35.0000,male,2.0000,free,little,nan,1471.0000,15.0000,radio/TV
853.0000,32.0000,male,1.0000,free,little,little,1442.0000,18.0000,car
855.0000,33.0000,male,2.0000,own,moderate,nan,1474.0000,24.0000,car
856.0000,40.0000,female,2.0000,own,nan,nan,894.0000,10.0000,education
857.0000,28.0000,male,2.0000,free,little,nan,3343.0000,15.0000,furniture/equipment
858.0000,29.0000,female,2.0000,own,little,little,3959.0000,15.0000,car
859.0000,26.0000,male,2.0000,rent,moderate,nan,3577.0000,9.0000,car
860.0000,27.0000,male,2.0000,own,rich,nan,5804.0000,24.0000,car
861.0000,28.0000,male,2.0000,own,little,nan,2169.0000,18.0000,business
862.0000,35.0000,female,2.0000,own,little,little,2439.0000,24.0000,radio/TV
863.0000,32.0000,male,1.0000,own,rich,nan,4526.0000,27.0000,furniture/equipment
864.0000,25.0000,male,1.0000,rent,little,nan,2210.0000,10.0000,furniture/equipment
865.0000,20.0000,female,2.0000,rent,quite rich,nan,2221.0000,15.0000,furniture/equipment
866.0000,27.0000,female,2.0000,own,little,little,2389.0000,18.0000,radio/TV
867.0000,42.0000,male,2.0000,own,little,nan,3331.0000,12.0000,furniture/equipment
868.0000,37.0000,male,2.0000,own,nan,nan,7409.0000,36.0000,business
869.0000,24.0000,female,2.0000,rent,little,little,652.0000,12.0000,furniture/equipment
870.0000,40.0000,female,2.0000,own,quite rich,nan,7678.0000,36.0000,furniture/equipment
871.0000,46.0000,male,2.0000,own,little,rich,1343.0000,6.0000,car
872.0000,26.0000,male,2.0000,own,moderate,little,1382.0000,24.0000,business
873.0000,24.0000,female,2.0000,own,nan,nan,874.0000,15.0000,domestic appliances
874.0000,29.0000,male,1.0000,own,little,little,3590.0000,12.0000,furniture/equipment
875.0000,40.0000,female,2.0000,own,rich,moderate,1322.0000,11.0000,car
876.0000,36.0000,male,3.0000,free,little,little,1940.0000,18.0000,radio/TV
877.0000,28.0000,male,2.0000,own,little,nan,3595.0000,36.0000,radio/TV
878.0000,27.0000,male,3.0000,free,little,little,1422.0000,9.0000,car
879.0000,36.0000,male,2.0000,own,nan,nan,6742.0000,30.0000,radio/TV
880.0000,38.0000,male,3.0000,own,little,nan,7814.0000,24.0000,car
881.0000,48.0000,male,2.0000,free,nan,nan,9277.0000,24.0000,car
882.0000,36.0000,male,2.0000,own,nan,moderate,2181.0000,30.0000,car
884.0000,43.0000,male,2.0000,own,little,moderate,4057.0000,24.0000,furniture/equipment
885.0000,53.0000,female,2.0000,own,little,little,795.0000,12.0000,education
886.0000,34.0000,male,2.0000,own,nan,moderate,2825.0000,24.0000,business
888.0000,34.0000,male,3.0000,own,little,nan,6614.0000,36.0000,car
889.0000,40.0000,male,2.0000,rent,nan,nan,7824.0000,28.0000,car
890.0000,43.0000,male,3.0000,own,little,little,2442.0000,27.0000,business
891.0000,46.0000,male,2.0000,own,little,nan,1829.0000,15.0000,radio/TV
892.0000,38.0000,male,1.0000,own,little,little,2171.0000,12.0000,car
893.0000,34.0000,male,2.0000,own,little,moderate,5800.0000,36.0000,car
894.0000,29.0000,male,2.0000,own,nan,nan,1169.0000,18.0000,radio/TV
896.0000,28.0000,female,3.0000,rent,little,little,2606.0000,21.0000,radio/TV
897.0000,35.0000,female,2.0000,own,rich,nan,1592.0000,12.0000,furniture/equipment
898.0000,33.0000,female,1.0000,rent,nan,nan,2186.0000,15.0000,furniture/equipment
899.0000,42.0000,male,2.0000,own,little,little,4153.0000,18.0000,furniture/equipment
900.0000,43.0000,male,2.0000,rent,little,little,2625.0000,16.0000,car
901.0000,44.0000,male,2.0000,own,nan,nan,3485.0000,20.0000,car
903.0000,40.0000,male,2.0000,rent,nan,nan,1386.0000,15.0000,radio/TV
904.0000,36.0000,male,3.0000,own,little,nan,1278.0000,24.0000,radio/TV
905.0000,20.0000,male,3.0000,rent,little,little,1107.0000,12.0000,radio/TV
906.0000,24.0000,male,1.0000,own,nan,little,3763.0000,21.0000,car
907.0000,27.0000,male,2.0000,own,nan,moderate,3711.0000,36.0000,education
908.0000,46.0000,female,1.0000,own,little,nan,3594.0000,15.0000,car
909.0000,33.0000,female,1.0000,own,nan,moderate,3195.0000,9.0000,car
910.0000,34.0000,female,2.0000,own,little,nan,4454.0000,36.0000,radio/TV
911.0000,25.0000,female,1.0000,own,little,moderate,4736.0000,24.0000,furniture/equipment
912.0000,25.0000,female,2.0000,own,nan,moderate,2991.0000,30.0000,radio/TV
913.0000,28.0000,male,2.0000,own,rich,nan,2142.0000,11.0000,business
914.0000,31.0000,male,2.0000,rent,little,little,3161.0000,24.0000,business
916.0000,32.0000,male,2.0000,own,moderate,nan,2848.0000,10.0000,car
918.0000,33.0000,male,2.0000,own,moderate,little,2359.0000,24.0000,furniture/equipment
919.0000,39.0000,male,3.0000,rent,little,little,3345.0000,24.0000,furniture/equipment
920.0000,28.0000,female,2.0000,own,little,nan,1817.0000,18.0000,furniture/equipment
922.0000,22.0000,female,2.0000,rent,little,little,1366.0000,9.0000,radio/TV
923.0000,30.0000,male,2.0000,rent,little,moderate,2002.0000,12.0000,car
924.0000,55.0000,male,2.0000,own,little,little,6872.0000,24.0000,furniture/equipment
925.0000,46.0000,male,2.0000,own,little,little,697.0000,12.0000,car
926.0000,21.0000,female,2.0000,rent,little,little,1049.0000,18.0000,furniture/equipment
928.0000,58.0000,male,2.0000,own,nan,nan,1867.0000,30.0000,radio/TV
929.0000,43.0000,male,1.0000,own,little,little,1344.0000,12.0000,car
930.0000,24.0000,male,1.0000,own,little,little,1747.0000,24.0000,furniture/equipment
931.0000,22.0000,female,2.0000,own,little,moderate,1670.0000,9.0000,radio/TV
932.0000,30.0000,male,2.0000,own,little,nan,1224.0000,9.0000,car
933.0000,42.0000,male,2.0000,own,quite rich,nan,522.0000,12.0000,radio/TV
934.0000,23.0000,female,2.0000,own,little,little,1498.0000,12.0000,radio/TV
935.0000,30.0000,male,3.0000,own,moderate,moderate,1919.0000,30.0000,radio/TV
936.0000,28.0000,female,1.0000,own,little,rich,745.0000,9.0000,radio/TV
937.0000,30.0000,male,3.0000,rent,little,moderate,2063.0000,6.0000,radio/TV
940.0000,45.0000,male,3.0000,own,nan,nan,3527.0000,12.0000,car
941.0000,31.0000,male,1.0000,own,little,nan,1546.0000,10.0000,car
942.0000,31.0000,male,2.0000,own,nan,nan,929.0000,24.0000,furniture/equipment
943.0000,42.0000,male,1.0000,own,little,nan,1455.0000,4.0000,car
944.0000,46.0000,female,2.0000,rent,little,little,1845.0000,15.0000,furniture/equipment
946.0000,30.0000,male,2.0000,free,quite rich,little,3349.0000,24.0000,furniture/equipment
947.0000,38.0000,male,3.0000,own,nan,nan,2859.0000,12.0000,car
948.0000,43.0000,male,1.0000,own,little,nan,1533.0000,18.0000,furniture/equipment
949.0000,31.0000,male,2.0000,own,moderate,nan,3621.0000,24.0000,radio/TV
951.0000,24.0000,male,2.0000,own,little,little,2145.0000,36.0000,business
952.0000,28.0000,female,2.0000,rent,quite rich,moderate,4113.0000,24.0000,car
954.0000,29.0000,female,2.0000,own,little,little,1893.0000,12.0000,car
957.0000,37.0000,male,1.0000,own,little,moderate,1154.0000,9.0000,radio/TV
958.0000,45.0000,male,1.0000,own,little,little,4006.0000,28.0000,car
959.0000,30.0000,male,2.0000,free,moderate,moderate,3069.0000,24.0000,furniture/equipment
960.0000,30.0000,male,2.0000,rent,little,nan,1740.0000,6.0000,radio/TV
961.0000,47.0000,male,2.0000,own,little,moderate,2353.0000,21.0000,car
962.0000,29.0000,male,2.0000,own,nan,nan,3556.0000,15.0000,car
963.0000,35.0000,male,2.0000,own,quite rich,nan,2397.0000,24.0000,radio/TV
964.0000,22.0000,male,1.0000,own,little,moderate,454.0000,6.0000,repairs
965.0000,26.0000,female,2.0000,own,nan,moderate,1715.0000,30.0000,radio/TV
966.0000,23.0000,male,1.0000,own,quite rich,moderate,2520.0000,27.0000,radio/TV
968.0000,29.0000,male,2.0000,rent,nan,nan,7166.0000,42.0000,radio/TV
969.0000,40.0000,male,1.0000,own,little,little,3939.0000,11.0000,car
970.0000,22.0000,male,2.0000,own,moderate,moderate,1514.0000,15.0000,repairs
974.0000,33.0000,female,2.0000,own,little,nan,2831.0000,30.0000,radio/TV
977.0000,42.0000,male,2.0000,own,nan,moderate,2427.0000,18.0000,business
978.0000,47.0000,male,1.0000,own,little,nan,2538.0000,24.0000,car
979.0000,25.0000,male,2.0000,rent,moderate,moderate,1264.0000,15.0000,car
982.0000,28.0000,female,3.0000,own,moderate,rich,2923.0000,21.0000,car
983.0000,26.0000,male,2.0000,own,little,little,8229.0000,36.0000,car
984.0000,30.0000,male,1.0000,own,little,nan,2028.0000,24.0000,furniture/equipment
985.0000,25.0000,female,2.0000,rent,little,little,1433.0000,15.0000,furniture/equipment
986.0000,33.0000,male,2.0000,own,little,rich,6289.0000,42.0000,business
987.0000,64.0000,female,2.0000,own,moderate,nan,1409.0000,13.0000,radio/TV
989.0000,48.0000,male,1.0000,own,little,moderate,1743.0000,24.0000,radio/TV
990.0000,37.0000,male,1.0000,own,nan,nan,3565.0000,12.0000,education
991.0000,34.0000,male,1.0000,own,moderate,nan,1569.0000,15.0000,radio/TV
992.0000,23.0000,male,1.0000,rent,nan,little,1936.0000,18.0000,radio/TV
994.0000,50.0000,male,2.0000,own,nan,nan,2390.0000,12.0000,car
995.0000,31.0000,female,1.0000,own,little,nan,1736.0000,12.0000,furniture/equipment
997.0000,38.0000,male,2.0000,own,little,nan,804.0000,12.0000,radio/TV
999.0000,27.0000,male,2.0000,own,moderate,moderate,4576.0000,45.0000,car
