"age;""job"";""marital"";""education"";""default"";""balance"";""housing"";""loan"";""contact"";""day"";""month"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""y"""
"33;""technician"";""single"";""secondary"";""no"";-479;""no"";""no"";""cellular"";7;""aug"";235;1;-1;0;""unknown"";""no"""
"31;""blue-collar"";""married"";""primary"";""no"";196;""no"";""no"";""cellular"";7;""aug"";248;1;-1;0;""unknown"";""no"""
"33;""management"";""married"";""tertiary"";""no"";5;""yes"";""no"";""unknown"";7;""aug"";12;1;-1;0;""unknown"";""no"""
"56;""retired"";""married"";""secondary"";""no"";1956;""no"";""no"";""cellular"";7;""aug"";126;2;-1;0;""unknown"";""no"""
"32;""technician"";""single"";""secondary"";""no"";554;""no"";""no"";""cellular"";7;""aug"";520;3;-1;0;""unknown"";""no"""
"33;""management"";""single"";""tertiary"";""no"";605;""no"";""no"";""cellular"";7;""aug"";452;3;-1;0;""unknown"";""no"""
"45;""technician"";""married"";""secondary"";""no"";760;""no"";""no"";""cellular"";7;""aug"";95;2;-1;0;""unknown"";""no"""
"31;""management"";""married"";""secondary"";""no"";55;""no"";""no"";""cellular"";7;""aug"";124;3;-1;0;""unknown"";""no"""
"32;""services"";""married"";""secondary"";""no"";3360;""yes"";""yes"";""cellular"";7;""aug"";365;5;-1;0;""unknown"";""no"""
"59;""retired"";""married"";""primary"";""no"";6;""no"";""no"";""cellular"";7;""aug"";448;3;-1;0;""unknown"";""no"""
"53;""management"";""married"";""tertiary"";""no"";1945;""no"";""no"";""telephone"";7;""aug"";262;7;-1;0;""unknown"";""no"""
"32;""management"";""single"";""tertiary"";""no"";312;""no"";""no"";""cellular"";7;""aug"";37;3;-1;0;""unknown"";""no"""
"34;""technician"";""single"";""secondary"";""no"";649;""no"";""no"";""cellular"";7;""aug"";124;3;-1;0;""unknown"";""no"""
"40;""technician"";""married"";""tertiary"";""no"";162;""no"";""no"";""cellular"";7;""aug"";256;3;-1;0;""unknown"";""no"""
"41;""management"";""married"";""tertiary"";""no"";768;""no"";""no"";""cellular"";7;""aug"";229;3;-1;0;""unknown"";""no"""
"38;""technician"";""married"";""secondary"";""no"";740;""no"";""no"";""cellular"";7;""aug"";259;3;-1;0;""unknown"";""no"""
"37;""management"";""single"";""tertiary"";""no"";171;""yes"";""yes"";""cellular"";7;""aug"";250;3;-1;0;""unknown"";""no"""
"51;""housemaid"";""married"";""primary"";""no"";1138;""no"";""no"";""cellular"";7;""aug"";265;3;-1;0;""unknown"";""no"""
"49;""blue-collar"";""married"";""primary"";""no"";2316;""no"";""no"";""telephone"";7;""aug"";35;4;-1;0;""unknown"";""no"""
"34;""technician"";""married"";""tertiary"";""no"";555;""yes"";""no"";""cellular"";7;""aug"";144;18;-1;0;""unknown"";""no"""
"53;""services"";""married"";""secondary"";""no"";1713;""yes"";""no"";""cellular"";7;""aug"";160;3;-1;0;""unknown"";""no"""
"52;""admin."";""married"";""secondary"";""no"";5122;""no"";""yes"";""cellular"";7;""aug"";218;7;-1;0;""unknown"";""no"""
"37;""technician"";""single"";""secondary"";""no"";3;""yes"";""no"";""cellular"";8;""aug"";90;5;-1;0;""unknown"";""no"""
"47;""self-employed"";""married"";""secondary"";""no"";231;""no"";""no"";""cellular"";8;""aug"";88;2;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";-4;""no"";""no"";""cellular"";8;""aug"";129;2;-1;0;""unknown"";""no"""
"30;""services"";""single"";""tertiary"";""no"";1785;""no"";""no"";""cellular"";8;""aug"";108;2;-1;0;""unknown"";""no"""
"47;""management"";""married"";""secondary"";""no"";7;""no"";""no"";""cellular"";8;""aug"";175;2;-1;0;""unknown"";""no"""
"37;""technician"";""single"";""secondary"";""no"";980;""no"";""no"";""cellular"";8;""aug"";1306;5;-1;0;""unknown"";""yes"""
"60;""management"";""married"";""tertiary"";""no"";73;""no"";""no"";""telephone"";8;""aug"";243;2;-1;0;""unknown"";""yes"""
"52;""blue-collar"";""married"";""secondary"";""no"";409;""no"";""no"";""cellular"";8;""aug"";137;2;-1;0;""unknown"";""no"""
"55;""retired"";""married"";""primary"";""no"";2325;""yes"";""yes"";""telephone"";8;""aug"";87;7;-1;0;""unknown"";""no"""
"32;""technician"";""married"";""secondary"";""no"";9608;""no"";""no"";""cellular"";8;""aug"";114;4;-1;0;""unknown"";""no"""
"50;""blue-collar"";""married"";""primary"";""no"";-98;""no"";""yes"";""cellular"";8;""aug"";550;2;-1;0;""unknown"";""no"""
"32;""management"";""single"";""tertiary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";282;4;-1;0;""unknown"";""no"""
"56;""management"";""divorced"";""tertiary"";""no"";66721;""no"";""no"";""cellular"";8;""aug"";442;2;-1;0;""unknown"";""no"""
"31;""blue-collar"";""married"";""secondary"";""no"";379;""no"";""no"";""cellular"";8;""aug"";299;5;-1;0;""unknown"";""no"""
"31;""management"";""single"";""tertiary"";""no"";2978;""yes"";""no"";""cellular"";8;""aug"";146;2;-1;0;""unknown"";""no"""
"41;""technician"";""single"";""secondary"";""no"";413;""yes"";""yes"";""cellular"";8;""aug"";292;2;-1;0;""unknown"";""no"""
"31;""technician"";""single"";""tertiary"";""no"";6;""no"";""no"";""cellular"";8;""aug"";243;2;-1;0;""unknown"";""no"""
"33;""technician"";""married"";""secondary"";""no"";-163;""yes"";""yes"";""cellular"";8;""aug"";502;2;-1;0;""unknown"";""no"""
"48;""entrepreneur"";""married"";""tertiary"";""no"";0;""no"";""yes"";""cellular"";8;""aug"";85;9;-1;0;""unknown"";""no"""
"37;""technician"";""married"";""secondary"";""no"";180;""no"";""no"";""cellular"";8;""aug"";215;2;-1;0;""unknown"";""no"""
"33;""management"";""single"";""tertiary"";""no"";1909;""no"";""no"";""cellular"";8;""aug"";191;2;-1;0;""unknown"";""no"""
"31;""entrepreneur"";""married"";""tertiary"";""no"";1216;""no"";""no"";""cellular"";8;""aug"";150;4;-1;0;""unknown"";""no"""
"31;""technician"";""married"";""tertiary"";""no"";1503;""yes"";""yes"";""cellular"";8;""aug"";257;2;-1;0;""unknown"";""no"""
"50;""services"";""married"";""primary"";""no"";1903;""no"";""no"";""cellular"";8;""aug"";175;2;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";82;""no"";""no"";""cellular"";8;""aug"";507;4;-1;0;""unknown"";""yes"""
"42;""self-employed"";""married"";""tertiary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";118;6;-1;0;""unknown"";""no"""
"32;""management"";""divorced"";""tertiary"";""no"";5550;""yes"";""no"";""cellular"";8;""aug"";89;4;-1;0;""unknown"";""no"""
"33;""management"";""single"";""tertiary"";""no"";238;""no"";""no"";""cellular"";8;""aug"";80;2;-1;0;""unknown"";""no"""
"34;""management"";""married"";""tertiary"";""no"";101;""no"";""no"";""cellular"";8;""aug"";472;2;-1;0;""unknown"";""no"""
"34;""management"";""divorced"";""tertiary"";""no"";221;""no"";""no"";""cellular"";8;""aug"";150;2;-1;0;""unknown"";""no"""
"31;""technician"";""married"";""tertiary"";""no"";311;""no"";""yes"";""cellular"";8;""aug"";385;2;-1;0;""unknown"";""no"""
"39;""self-employed"";""divorced"";""tertiary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";34;2;-1;0;""unknown"";""no"""
"38;""management"";""married"";""tertiary"";""no"";179;""no"";""no"";""unknown"";8;""aug"";317;4;-1;0;""unknown"";""yes"""
"34;""technician"";""single"";""secondary"";""no"";19348;""yes"";""no"";""cellular"";8;""aug"";316;2;-1;0;""unknown"";""no"""
"41;""technician"";""single"";""secondary"";""no"";43;""no"";""no"";""cellular"";8;""aug"";420;2;-1;0;""unknown"";""no"""
"32;""technician"";""married"";""tertiary"";""no"";3939;""no"";""no"";""cellular"";8;""aug"";209;2;-1;0;""unknown"";""no"""
"46;""services"";""married"";""secondary"";""no"";1034;""no"";""no"";""cellular"";8;""aug"";109;2;-1;0;""unknown"";""no"""
"33;""management"";""married"";""tertiary"";""no"";1047;""no"";""no"";""cellular"";8;""aug"";512;4;-1;0;""unknown"";""yes"""
"55;""self-employed"";""married"";""primary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";138;2;-1;0;""unknown"";""no"""
"31;""self-employed"";""married"";""tertiary"";""no"";1015;""no"";""no"";""cellular"";8;""aug"";112;2;-1;0;""unknown"";""no"""
"38;""technician"";""single"";""secondary"";""no"";1788;""no"";""no"";""cellular"";8;""aug"";391;2;-1;0;""unknown"";""no"""
"31;""management"";""single"";""tertiary"";""no"";9506;""no"";""no"";""cellular"";8;""aug"";321;2;-1;0;""unknown"";""no"""
"45;""technician"";""married"";""tertiary"";""no"";3168;""no"";""no"";""cellular"";8;""aug"";109;2;-1;0;""unknown"";""no"""
"42;""technician"";""married"";""tertiary"";""no"";-805;""no"";""no"";""cellular"";8;""aug"";103;6;-1;0;""unknown"";""no"""
"46;""blue-collar"";""married"";""primary"";""no"";1596;""no"";""no"";""cellular"";8;""aug"";417;2;-1;0;""unknown"";""no"""
"31;""admin."";""married"";""secondary"";""no"";88;""yes"";""yes"";""cellular"";8;""aug"";189;2;-1;0;""unknown"";""no"""
"50;""management"";""married"";""tertiary"";""no"";290;""no"";""yes"";""cellular"";8;""aug"";50;2;-1;0;""unknown"";""no"""
"50;""blue-collar"";""married"";""secondary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";192;2;-1;0;""unknown"";""no"""
"30;""management"";""single"";""tertiary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";88;5;-1;0;""unknown"";""no"""
"57;""retired"";""married"";""tertiary"";""no"";815;""no"";""no"";""cellular"";8;""aug"";385;2;-1;0;""unknown"";""no"""
"46;""technician"";""single"";""tertiary"";""no"";2739;""no"";""no"";""cellular"";8;""aug"";117;4;-1;0;""unknown"";""no"""
"44;""management"";""married"";""tertiary"";""no"";5581;""no"";""no"";""cellular"";8;""aug"";202;2;-1;0;""unknown"";""no"""
"35;""entrepreneur"";""married"";""tertiary"";""no"";2723;""yes"";""yes"";""cellular"";8;""aug"";275;4;-1;0;""unknown"";""no"""
"50;""management"";""married"";""secondary"";""no"";3002;""no"";""no"";""cellular"";8;""aug"";125;2;-1;0;""unknown"";""no"""
"40;""management"";""married"";""tertiary"";""no"";326;""no"";""no"";""cellular"";8;""aug"";236;2;-1;0;""unknown"";""no"""
"46;""blue-collar"";""married"";""primary"";""no"";222;""no"";""no"";""cellular"";8;""aug"";71;2;-1;0;""unknown"";""no"""
"35;""technician"";""married"";""tertiary"";""no"";944;""no"";""no"";""cellular"";8;""aug"";351;2;-1;0;""unknown"";""no"""
"46;""admin."";""married"";""secondary"";""no"";2148;""no"";""no"";""cellular"";8;""aug"";176;4;-1;0;""unknown"";""no"""
"35;""technician"";""married"";""secondary"";""no"";46;""no"";""no"";""cellular"";8;""aug"";404;4;-1;0;""unknown"";""no"""
"33;""management"";""married"";""tertiary"";""no"";2374;""yes"";""yes"";""cellular"";8;""aug"";212;2;-1;0;""unknown"";""no"""
"60;""blue-collar"";""married"";""tertiary"";""no"";759;""no"";""no"";""cellular"";8;""aug"";255;2;-1;0;""unknown"";""no"""
"52;""services"";""married"";""primary"";""no"";1625;""no"";""no"";""cellular"";8;""aug"";459;2;-1;0;""unknown"";""yes"""
"30;""management"";""single"";""tertiary"";""no"";2900;""no"";""no"";""cellular"";8;""aug"";147;2;-1;0;""unknown"";""no"""
"51;""services"";""married"";""primary"";""no"";0;""no"";""no"";""cellular"";8;""aug"";121;2;-1;0;""unknown"";""no"""
"35;""self-employed"";""married"";""tertiary"";""no"";1987;""no"";""no"";""cellular"";8;""aug"";335;3;-1;0;""unknown"";""no"""
"39;""technician"";""single"";""secondary"";""no"";316;""no"";""no"";""cellular"";8;""aug"";100;1;-1;0;""unknown"";""no"""
"37;""management"";""married"";""tertiary"";""no"";5016;""no"";""no"";""cellular"";8;""aug"";119;1;-1;0;""unknown"";""no"""
"57;""management"";""married"";""tertiary"";""no"";1963;""no"";""yes"";""cellular"";8;""aug"";178;3;-1;0;""unknown"";""no"""
"34;""technician"";""single"";""tertiary"";""no"";19;""no"";""no"";""cellular"";8;""aug"";79;3;-1;0;""unknown"";""no"""
"32;""housemaid"";""married"";""primary"";""no"";3786;""no"";""no"";""cellular"";8;""aug"";93;1;-1;0;""unknown"";""no"""
"32;""admin."";""single"";""tertiary"";""no"";298;""no"";""no"";""cellular"";8;""aug"";494;1;-1;0;""unknown"";""no"""
"55;""management"";""married"";""tertiary"";""no"";223;""no"";""no"";""cellular"";8;""aug"";273;5;-1;0;""unknown"";""no"""
"55;""management"";""married"";""tertiary"";""no"";1909;""no"";""no"";""cellular"";8;""aug"";167;1;-1;0;""unknown"";""no"""
"39;""management"";""married"";""tertiary"";""no"";-468;""yes"";""yes"";""cellular"";8;""aug"";88;2;-1;0;""unknown"";""no"""
"35;""housemaid"";""married"";""primary"";""no"";77;""no"";""no"";""cellular"";8;""aug"";191;1;-1;0;""unknown"";""no"""
"36;""technician"";""married"";""tertiary"";""no"";4388;""no"";""no"";""cellular"";8;""aug"";52;3;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";2957;""yes"";""yes"";""cellular"";8;""aug"";733;3;-1;0;""unknown"";""yes"""
"40;""housemaid"";""married"";""secondary"";""no"";949;""no"";""no"";""cellular"";8;""aug"";182;1;-1;0;""unknown"";""no"""
"48;""services"";""married"";""secondary"";""no"";801;""no"";""no"";""cellular"";8;""aug"";80;1;-1;0;""unknown"";""no"""
"44;""technician"";""married"";""tertiary"";""no"";1707;""no"";""no"";""cellular"";8;""aug"";406;3;-1;0;""unknown"";""no"""
"31;""management"";""married"";""tertiary"";""no"";3897;""yes"";""no"";""cellular"";8;""aug"";231;3;-1;0;""unknown"";""no"""
"47;""housemaid"";""married"";""secondary"";""no"";1765;""no"";""no"";""cellular"";8;""aug"";59;3;-1;0;""unknown"";""no"""
"46;""blue-collar"";""married"";""primary"";""no"";7982;""no"";""no"";""cellular"";8;""aug"";263;5;-1;0;""unknown"";""no"""
"43;""management"";""married"";""tertiary"";""no"";2759;""yes"";""yes"";""cellular"";8;""aug"";329;2;-1;0;""unknown"";""no"""
"51;""technician"";""divorced"";""tertiary"";""no"";4596;""no"";""no"";""cellular"";8;""aug"";334;5;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";1650;""no"";""no"";""cellular"";8;""aug"";885;5;-1;0;""unknown"";""no"""
"48;""blue-collar"";""married"";""primary"";""no"";104;""no"";""no"";""cellular"";8;""aug"";103;4;-1;0;""unknown"";""no"""
"51;""technician"";""married"";""secondary"";""no"";1113;""no"";""yes"";""cellular"";8;""aug"";391;4;-1;0;""unknown"";""no"""
"41;""housemaid"";""married"";""primary"";""no"";365;""no"";""no"";""cellular"";8;""aug"";203;5;-1;0;""unknown"";""no"""
"50;""management"";""single"";""tertiary"";""no"";592;""no"";""no"";""cellular"";8;""aug"";445;4;-1;0;""unknown"";""no"""
"35;""technician"";""single"";""tertiary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";176;3;-1;0;""unknown"";""no"""
"31;""admin."";""married"";""tertiary"";""no"";323;""no"";""no"";""cellular"";11;""aug"";120;3;-1;0;""unknown"";""no"""
"54;""technician"";""married"";""secondary"";""no"";1349;""no"";""no"";""telephone"";11;""aug"";697;6;-1;0;""unknown"";""no"""
"58;""blue-collar"";""married"";""secondary"";""no"";1894;""no"";""no"";""cellular"";11;""aug"";153;6;-1;0;""unknown"";""no"""
"31;""housemaid"";""married"";""primary"";""no"";0;""yes"";""no"";""cellular"";11;""aug"";57;7;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";337;""no"";""no"";""cellular"";11;""aug"";177;5;-1;0;""unknown"";""no"""
"45;""management"";""married"";""tertiary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";102;4;-1;0;""unknown"";""no"""
"46;""technician"";""married"";""secondary"";""no"";6086;""no"";""no"";""cellular"";11;""aug"";210;2;-1;0;""unknown"";""no"""
"30;""technician"";""married"";""secondary"";""no"";274;""yes"";""yes"";""cellular"";11;""aug"";97;2;-1;0;""unknown"";""no"""
"31;""management"";""married"";""tertiary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";84;2;-1;0;""unknown"";""no"""
"54;""retired"";""married"";""secondary"";""no"";2950;""no"";""no"";""cellular"";11;""aug"";45;2;-1;0;""unknown"";""no"""
"33;""technician"";""married"";""tertiary"";""no"";8408;""no"";""no"";""cellular"";11;""aug"";121;2;-1;0;""unknown"";""no"""
"30;""student"";""single"";""tertiary"";""no"";7513;""no"";""no"";""cellular"";11;""aug"";269;2;-1;0;""unknown"";""no"""
"33;""management"";""divorced"";""tertiary"";""no"";348;""no"";""no"";""cellular"";11;""aug"";71;2;-1;0;""unknown"";""no"""
"39;""technician"";""married"";""secondary"";""no"";-112;""no"";""yes"";""cellular"";11;""aug"";187;2;-1;0;""unknown"";""no"""
"35;""technician"";""single"";""secondary"";""no"";2;""no"";""no"";""cellular"";11;""aug"";239;4;-1;0;""unknown"";""no"""
"48;""blue-collar"";""married"";""primary"";""no"";3886;""no"";""no"";""cellular"";11;""aug"";297;2;-1;0;""unknown"";""no"""
"30;""technician"";""single"";""secondary"";""no"";44;""no"";""no"";""cellular"";11;""aug"";187;2;-1;0;""unknown"";""no"""
"30;""management"";""single"";""secondary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";101;5;-1;0;""unknown"";""no"""
"59;""retired"";""married"";""tertiary"";""no"";3843;""no"";""no"";""cellular"";11;""aug"";104;4;-1;0;""unknown"";""no"""
"58;""retired"";""married"";""unknown"";""no"";0;""no"";""no"";""cellular"";11;""aug"";273;2;-1;0;""unknown"";""no"""
"31;""technician"";""single"";""secondary"";""no"";7567;""no"";""no"";""cellular"";11;""aug"";70;2;-1;0;""unknown"";""no"""
"35;""management"";""single"";""tertiary"";""no"";361;""yes"";""no"";""cellular"";11;""aug"";169;2;-1;0;""unknown"";""no"""
"34;""technician"";""single"";""secondary"";""no"";1763;""no"";""no"";""cellular"";11;""aug"";246;2;-1;0;""unknown"";""no"""
"46;""technician"";""divorced"";""secondary"";""yes"";-11;""no"";""no"";""cellular"";11;""aug"";139;2;-1;0;""unknown"";""no"""
"34;""technician"";""divorced"";""secondary"";""no"";259;""no"";""no"";""cellular"";11;""aug"";316;2;-1;0;""unknown"";""no"""
"34;""management"";""married"";""tertiary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";331;2;-1;0;""unknown"";""no"""
"46;""admin."";""married"";""secondary"";""no"";1804;""no"";""no"";""cellular"";11;""aug"";80;2;-1;0;""unknown"";""no"""
"33;""management"";""single"";""tertiary"";""no"";1120;""no"";""no"";""cellular"";11;""aug"";1070;2;-1;0;""unknown"";""yes"""
"60;""management"";""single"";""tertiary"";""no"";2190;""no"";""no"";""cellular"";11;""aug"";601;2;-1;0;""unknown"";""no"""
"32;""admin."";""married"";""secondary"";""no"";344;""yes"";""yes"";""cellular"";11;""aug"";255;15;-1;0;""unknown"";""no"""
"47;""blue-collar"";""married"";""primary"";""no"";4040;""no"";""no"";""cellular"";11;""aug"";53;5;-1;0;""unknown"";""no"""
"53;""housemaid"";""married"";""primary"";""no"";1869;""no"";""no"";""cellular"";11;""aug"";102;4;-1;0;""unknown"";""no"""
"34;""management"";""married"";""tertiary"";""no"";1666;""no"";""no"";""cellular"";11;""aug"";36;4;-1;0;""unknown"";""no"""
"51;""technician"";""divorced"";""secondary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";177;2;-1;0;""unknown"";""no"""
"36;""management"";""single"";""tertiary"";""no"";4123;""no"";""no"";""cellular"";11;""aug"";146;2;-1;0;""unknown"";""no"""
"34;""entrepreneur"";""married"";""secondary"";""no"";223;""no"";""yes"";""cellular"";11;""aug"";103;6;-1;0;""unknown"";""no"""
"33;""technician"";""divorced"";""secondary"";""no"";370;""yes"";""no"";""cellular"";11;""aug"";145;4;-1;0;""unknown"";""no"""
"57;""blue-collar"";""married"";""primary"";""no"";856;""no"";""no"";""cellular"";11;""aug"";194;6;-1;0;""unknown"";""no"""
"59;""retired"";""married"";""secondary"";""no"";1980;""no"";""no"";""cellular"";11;""aug"";185;2;-1;0;""unknown"";""no"""
"53;""management"";""married"";""tertiary"";""no"";0;""no"";""no"";""cellular"";11;""aug"";608;2;-1;0;""unknown"";""yes"""
"31;""management"";""single"";""tertiary"";""no"";498;""no"";""no"";""cellular"";11;""aug"";182;2;-1;0;""unknown"";""no"""
"37;""management"";""single"";""secondary"";""no"";24;""yes"";""yes"";""cellular"";11;""aug"";232;4;-1;0;""unknown"";""no"""
"55;""technician"";""single"";""secondary"";""no"";149;""yes"";""no"";""cellular"";11;""aug"";103;15;-1;0;""unknown"";""no"""
"32;""management"";""single"";""secondary"";""no"";2018;""no"";""no"";""cellular"";11;""aug"";1238;1;-1;0;""unknown"";""yes"""
"32;""technician"";""married"";""secondary"";""no"";999;""no"";""no"";""cellular"";11;""aug"";382;3;-1;0;""unknown"";""no"""
"34;""management"";""single"";""tertiary"";""no"";421;""no"";""no"";""cellular"";11;""aug"";383;3;-1;0;""unknown"";""no"""
"34;""management"";""married"";""tertiary"";""no"";1273;""no"";""no"";""unknown"";11;""aug"";93;2;-1;0;""unknown"";""no"""
"35;""management"";""single"";""tertiary"";""yes"";-1980;""yes"";""yes"";""cellular"";11;""aug"";227;1;-1;0;""unknown"";""no"""
"42;""management"";""married"";""tertiary"";""no"";187;""no"";""no"";""cellular"";11;""aug"";64;1;-1;0;""unknown"";""no"""
"32;""technician"";""single"";""tertiary"";""no"";1100;""yes"";""yes"";""cellular"";11;""aug"";67;1;-1;0;""unknown"";""no"""
"32;""management"";""married"";""tertiary"";""no"";1086;""no"";""no"";""cellular"";11;""aug"";379;3;-1;0;""unknown"";""no"""
"31;""blue-collar"";""married"";""secondary"";""no"";-204;""yes"";""yes"";""cellular"";11;""aug"";429;7;-1;0;""unknown"";""no"""
"34;""technician"";""single"";""secondary"";""no"";4676;""no"";""no"";""cellular"";11;""aug"";248;3;-1;0;""unknown"";""no"""
"30;""management"";""married"";""tertiary"";""no"";1882;""yes"";""no"";""cellular"";11;""aug"";249;5;-1;0;""unknown"";""no"""
"31;""technician"";""single"";""secondary"";""no"";2;""no"";""yes"";""cellular"";11;""aug"";104;4;-1;0;""unknown"";""no"""
"42;""management"";""married"";""tertiary"";""no"";1161;""no"";""no"";""cellular"";11;""aug"";101;5;-1;0;""unknown"";""no"""
"55;""unknown"";""married"";""secondary"";""no"";1785;""no"";""no"";""cellular"";11;""aug"";339;3;-1;0;""unknown"";""no"""
"46;""technician"";""divorced"";""tertiary"";""no"";0;""yes"";""no"";""cellular"";11;""aug"";249;5;-1;0;""unknown"";""no"""
"50;""self-employed"";""married"";""secondary"";""no"";111;""no"";""no"";""cellular"";11;""aug"";277;3;-1;0;""unknown"";""no"""
"38;""services"";""single"";""secondary"";""no"";9609;""yes"";""no"";""cellular"";11;""aug"";1687;9;-1;0;""unknown"";""no"""
"35;""management"";""single"";""tertiary"";""no"";863;""no"";""no"";""cellular"";11;""aug"";481;2;-1;0;""unknown"";""no"""
"53;""retired"";""divorced"";""secondary"";""no"";451;""no"";""yes"";""cellular"";11;""aug"";277;5;-1;0;""unknown"";""no"""
"58;""retired"";""married"";""secondary"";""no"";11;""no"";""no"";""cellular"";11;""aug"";270;1;-1;0;""unknown"";""no"""
"50;""management"";""married"";""tertiary"";""no"";1859;""no"";""no"";""cellular"";11;""aug"";85;5;-1;0;""unknown"";""no"""
"32;""management"";""single"";""tertiary"";""no"";715;""no"";""no"";""cellular"";11;""aug"";159;1;-1;0;""unknown"";""no"""
"44;""management"";""married"";""tertiary"";""no"";-61;""no"";""no"";""cellular"";11;""aug"";1015;1;-1;0;""unknown"";""no"""
"59;""admin."";""divorced"";""secondary"";""no"";636;""no"";""no"";""cellular"";12;""aug"";91;4;-1;0;""unknown"";""no"""
"50;""technician"";""divorced"";""secondary"";""no"";3656;""no"";""no"";""cellular"";12;""aug"";509;2;-1;0;""unknown"";""no"""
"32;""management"";""divorced"";""tertiary"";""no"";948;""no"";""no"";""cellular"";12;""aug"";204;2;-1;0;""unknown"";""no"""
"35;""technician"";""married"";""secondary"";""no"";482;""no"";""no"";""cellular"";12;""aug"";138;2;-1;0;""unknown"";""no"""
"49;""blue-collar"";""divorced"";""primary"";""no"";1280;""no"";""yes"";""cellular"";12;""aug"";144;2;-1;0;""unknown"";""no"""
"46;""entrepreneur"";""married"";""secondary"";""no"";-880;""no"";""yes"";""cellular"";12;""aug"";185;2;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";100;""no"";""no"";""cellular"";12;""aug"";120;2;-1;0;""unknown"";""no"""
"42;""management"";""divorced"";""tertiary"";""no"";1622;""yes"";""no"";""cellular"";12;""aug"";158;2;-1;0;""unknown"";""no"""
"49;""management"";""married"";""secondary"";""no"";0;""no"";""no"";""cellular"";12;""aug"";138;2;-1;0;""unknown"";""no"""
"32;""management"";""single"";""tertiary"";""no"";100;""no"";""no"";""cellular"";12;""aug"";181;2;-1;0;""unknown"";""no"""
"36;""management"";""single"";""tertiary"";""no"";419;""no"";""no"";""cellular"";12;""aug"";122;2;-1;0;""unknown"";""no"""
"32;""management"";""single"";""tertiary"";""no"";2667;""yes"";""no"";""cellular"";12;""aug"";971;2;-1;0;""unknown"";""yes"""
"40;""management"";""married"";""tertiary"";""no"";12409;""yes"";""no"";""cellular"";12;""aug"";196;2;-1;0;""unknown"";""no"""
"55;""management"";""divorced"";""tertiary"";""no"";277;""no"";""no"";""cellular"";12;""aug"";101;3;-1;0;""unknown"";""no"""
"38;""management"";""divorced"";""tertiary"";""no"";554;""no"";""no"";""cellular"";12;""aug"";138;4;-1;0;""unknown"";""no"""
"36;""unemployed"";""divorced"";""secondary"";""no"";871;""no"";""no"";""cellular"";12;""aug"";396;3;-1;0;""unknown"";""yes"""
"37;""management"";""married"";""tertiary"";""no"";4044;""no"";""no"";""cellular"";12;""aug"";87;4;-1;0;""unknown"";""no"""
"54;""admin."";""married"";""secondary"";""no"";19213;""no"";""no"";""cellular"";12;""aug"";100;6;-1;0;""unknown"";""no"""
"50;""technician"";""married"";""tertiary"";""no"";5907;""yes"";""yes"";""cellular"";12;""aug"";338;2;-1;0;""unknown"";""no"""
"31;""management"";""single"";""tertiary"";""no"";1836;""yes"";""no"";""cellular"";12;""aug"";177;2;-1;0;""unknown"";""no"""
"33;""technician"";""single"";""tertiary"";""no"";2024;""no"";""no"";""cellular"";12;""aug"";109;2;-1;0;""unknown"";""no"""
"39;""technician"";""married"";""secondary"";""no"";1986;""no"";""no"";""cellular"";12;""aug"";217;6;-1;0;""unknown"";""no"""
"45;""blue-collar"";""married"";""primary"";""no"";1951;""no"";""no"";""cellular"";12;""aug"";73;2;-1;0;""unknown"";""no"""
"35;""self-employed"";""married"";""secondary"";""no"";0;""no"";""no"";""cellular"";12;""aug"";64;2;-1;0;""unknown"";""no"""
"47;""management"";""married"";""secondary"";""no"";-1854;""yes"";""yes"";""cellular"";12;""aug"";388;2;-1;0;""unknown"";""no"""
"38;""technician"";""single"";""secondary"";""no"";382;""yes"";""no"";""cellular"";12;""aug"";180;2;-1;0;""unknown"";""no"""
"57;""management"";""divorced"";""tertiary"";""no"";8897;""yes"";""no"";""cellular"";12;""aug"";865;2;-1;0;""unknown"";""yes"""
"38;""technician"";""single"";""tertiary"";""no"";508;""yes"";""yes"";""cellular"";12;""aug"";1103;2;-1;0;""unknown"";""yes"""
"46;""technician"";""married"";""secondary"";""no"";190;""yes"";""no"";""cellular"";12;""aug"";370;2;-1;0;""unknown"";""no"""
