age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
33.0000,blue-collar,married,primary,no,-306.0000,yes,yes,unknown,13.0000,may,851.0000,4.0000,-1.0000,0.0000,unknown,no
46.0000,admin.,divorced,secondary,no,3201.0000,yes,no,telephone,13.0000,may,157.0000,3.0000,-1.0000,0.0000,unknown,no
26.0000,services,single,secondary,no,1114.0000,no,no,cellular,9.0000,feb,44.0000,2.0000,-1.0000,0.0000,unknown,no
30.0000,admin.,married,tertiary,no,4168.0000,no,no,cellular,3.0000,jun,198.0000,1.0000,-1.0000,0.0000,unknown,no
39.0000,technician,married,secondary,no,0.0000,yes,no,unknown,5.0000,may,203.0000,1.0000,-1.0000,0.0000,unknown,no
58.0000,admin.,married,unknown,no,0.0000,yes,no,cellular,17.0000,nov,219.0000,1.0000,186.0000,2.0000,failure,no
49.0000,blue-collar,married,secondary,no,3309.0000,yes,no,cellular,15.0000,may,349.0000,2.0000,-1.0000,0.0000,unknown,no
49.0000,services,married,secondary,no,1377.0000,yes,no,unknown,7.0000,may,1101.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,housemaid,married,secondary,no,150.0000,no,no,telephone,28.0000,jul,290.0000,7.0000,-1.0000,0.0000,unknown,no
57.0000,technician,married,secondary,no,458.0000,no,yes,cellular,15.0000,jul,177.0000,3.0000,-1.0000,0.0000,unknown,no
38.0000,technician,married,secondary,no,565.0000,no,no,cellular,20.0000,aug,93.0000,2.0000,-1.0000,0.0000,unknown,no
45.0000,management,married,tertiary,no,210.0000,yes,no,cellular,21.0000,jul,623.0000,1.0000,-1.0000,0.0000,unknown,no
40.0000,blue-collar,married,primary,no,236.0000,yes,no,unknown,20.0000,may,167.0000,2.0000,-1.0000,0.0000,unknown,no
38.0000,management,single,tertiary,no,1704.0000,no,no,cellular,1.0000,sep,222.0000,1.0000,-1.0000,0.0000,unknown,no
55.0000,admin.,divorced,secondary,no,1693.0000,no,no,cellular,10.0000,aug,247.0000,1.0000,102.0000,3.0000,success,no
40.0000,technician,married,secondary,no,372.0000,yes,no,cellular,21.0000,nov,365.0000,1.0000,100.0000,2.0000,failure,no
35.0000,blue-collar,single,primary,no,1147.0000,yes,yes,telephone,7.0000,may,29.0000,1.0000,-1.0000,0.0000,unknown,no
32.0000,blue-collar,married,secondary,no,3166.0000,yes,no,cellular,20.0000,nov,418.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,self-employed,married,primary,no,1074.0000,yes,no,unknown,23.0000,may,1438.0000,2.0000,-1.0000,0.0000,unknown,no
49.0000,blue-collar,divorced,secondary,no,23.0000,no,no,cellular,17.0000,nov,221.0000,2.0000,-1.0000,0.0000,unknown,no
55.0000,retired,married,secondary,no,1431.0000,no,yes,cellular,28.0000,jan,107.0000,1.0000,-1.0000,0.0000,unknown,no
51.0000,blue-collar,married,secondary,no,814.0000,yes,no,cellular,14.0000,may,17.0000,8.0000,-1.0000,0.0000,unknown,no
30.0000,unemployed,married,secondary,no,142.0000,yes,no,unknown,20.0000,may,350.0000,4.0000,-1.0000,0.0000,unknown,no
37.0000,admin.,single,secondary,no,810.0000,yes,no,cellular,8.0000,apr,376.0000,1.0000,295.0000,1.0000,failure,no
36.0000,management,married,tertiary,no,1604.0000,yes,no,unknown,11.0000,jun,47.0000,3.0000,-1.0000,0.0000,unknown,no
51.0000,management,divorced,tertiary,no,0.0000,yes,no,cellular,28.0000,jul,534.0000,4.0000,-1.0000,0.0000,unknown,no
29.0000,admin.,single,secondary,no,488.0000,yes,no,cellular,4.0000,jun,105.0000,1.0000,-1.0000,0.0000,unknown,no
32.0000,blue-collar,married,secondary,no,-208.0000,yes,yes,unknown,9.0000,may,325.0000,1.0000,-1.0000,0.0000,unknown,no
56.0000,retired,married,primary,no,152.0000,yes,yes,cellular,30.0000,jul,65.0000,7.0000,-1.0000,0.0000,unknown,no
46.0000,services,married,secondary,no,0.0000,no,no,cellular,18.0000,aug,74.0000,4.0000,-1.0000,0.0000,unknown,no
39.0000,admin.,divorced,secondary,no,399.0000,yes,yes,cellular,14.0000,aug,133.0000,2.0000,-1.0000,0.0000,unknown,no
57.0000,retired,married,primary,no,318.0000,no,no,cellular,22.0000,aug,371.0000,4.0000,-1.0000,0.0000,unknown,no
53.0000,management,married,tertiary,no,9072.0000,no,no,cellular,18.0000,nov,117.0000,2.0000,-1.0000,0.0000,unknown,no
33.0000,technician,married,secondary,no,3071.0000,yes,yes,cellular,21.0000,jul,323.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,blue-collar,divorced,primary,no,177.0000,no,no,cellular,3.0000,feb,124.0000,1.0000,-1.0000,0.0000,unknown,no
40.0000,management,married,tertiary,no,10786.0000,no,no,unknown,20.0000,jun,111.0000,3.0000,-1.0000,0.0000,unknown,no
44.0000,admin.,married,secondary,yes,0.0000,no,yes,unknown,30.0000,jun,76.0000,3.0000,-1.0000,0.0000,unknown,no
28.0000,services,single,secondary,no,3331.0000,yes,no,unknown,28.0000,may,229.0000,2.0000,-1.0000,0.0000,unknown,no
26.0000,management,single,tertiary,no,3.0000,yes,no,cellular,23.0000,jul,106.0000,1.0000,-1.0000,0.0000,unknown,no
59.0000,management,single,tertiary,no,7668.0000,no,no,cellular,5.0000,aug,124.0000,1.0000,-1.0000,0.0000,unknown,no
33.0000,services,married,primary,no,0.0000,yes,no,cellular,7.0000,may,227.0000,2.0000,-1.0000,0.0000,unknown,no
38.0000,blue-collar,divorced,secondary,no,2998.0000,yes,no,unknown,11.0000,jun,91.0000,1.0000,-1.0000,0.0000,unknown,no
35.0000,self-employed,married,secondary,no,524.0000,yes,no,cellular,21.0000,nov,484.0000,4.0000,-1.0000,0.0000,unknown,no
30.0000,technician,single,tertiary,no,106.0000,yes,no,cellular,13.0000,may,119.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,services,single,secondary,no,85.0000,no,no,cellular,16.0000,jul,151.0000,1.0000,-1.0000,0.0000,unknown,no
35.0000,technician,married,secondary,no,249.0000,no,no,cellular,21.0000,aug,205.0000,8.0000,-1.0000,0.0000,unknown,no
45.0000,management,married,tertiary,no,10.0000,no,no,cellular,26.0000,aug,133.0000,7.0000,-1.0000,0.0000,unknown,no
40.0000,admin.,married,secondary,no,523.0000,yes,yes,unknown,8.0000,may,598.0000,3.0000,-1.0000,0.0000,unknown,no
50.0000,services,married,secondary,no,1321.0000,no,no,unknown,17.0000,jun,271.0000,2.0000,-1.0000,0.0000,unknown,no
29.0000,admin.,single,secondary,no,-194.0000,yes,no,cellular,7.0000,may,127.0000,1.0000,-1.0000,0.0000,unknown,no
41.0000,unemployed,single,tertiary,no,4517.0000,yes,no,cellular,20.0000,nov,137.0000,1.0000,-1.0000,0.0000,unknown,no
44.0000,technician,married,tertiary,no,964.0000,no,no,cellular,29.0000,jul,158.0000,2.0000,-1.0000,0.0000,unknown,no
29.0000,unknown,single,secondary,no,923.0000,no,no,cellular,26.0000,may,333.0000,1.0000,-1.0000,0.0000,unknown,no
49.0000,technician,divorced,secondary,no,2677.0000,yes,yes,cellular,31.0000,jul,67.0000,3.0000,-1.0000,0.0000,unknown,no
30.0000,admin.,single,secondary,no,873.0000,no,no,cellular,7.0000,oct,301.0000,1.0000,216.0000,2.0000,failure,no
37.0000,blue-collar,married,unknown,no,-1050.0000,yes,no,unknown,2.0000,jun,548.0000,2.0000,-1.0000,0.0000,unknown,no
52.0000,admin.,divorced,secondary,no,361.0000,no,yes,cellular,20.0000,nov,147.0000,1.0000,-1.0000,0.0000,unknown,no
30.0000,management,single,tertiary,no,1466.0000,no,no,cellular,12.0000,aug,111.0000,4.0000,-1.0000,0.0000,unknown,no
34.0000,self-employed,single,secondary,no,3.0000,yes,no,unknown,5.0000,may,301.0000,1.0000,-1.0000,0.0000,unknown,no
33.0000,blue-collar,married,secondary,no,-112.0000,yes,no,unknown,28.0000,may,132.0000,1.0000,-1.0000,0.0000,unknown,no
35.0000,unemployed,married,secondary,no,759.0000,no,no,cellular,19.0000,nov,556.0000,3.0000,-1.0000,0.0000,unknown,no
32.0000,services,married,secondary,no,15.0000,yes,no,cellular,15.0000,may,391.0000,1.0000,-1.0000,0.0000,unknown,no
32.0000,technician,married,tertiary,no,-1053.0000,yes,no,cellular,21.0000,jul,357.0000,3.0000,-1.0000,0.0000,unknown,no
53.0000,technician,married,secondary,no,287.0000,no,no,telephone,6.0000,feb,13.0000,5.0000,-1.0000,0.0000,unknown,no
53.0000,admin.,married,secondary,no,578.0000,no,no,cellular,29.0000,aug,59.0000,2.0000,-1.0000,0.0000,unknown,no
40.0000,management,single,tertiary,no,1509.0000,no,no,cellular,12.0000,may,333.0000,1.0000,58.0000,3.0000,failure,no
29.0000,admin.,single,secondary,no,3794.0000,no,no,cellular,30.0000,apr,249.0000,1.0000,-1.0000,0.0000,unknown,no
36.0000,housemaid,married,primary,no,4324.0000,yes,no,cellular,14.0000,jul,565.0000,4.0000,-1.0000,0.0000,unknown,no
40.0000,blue-collar,divorced,secondary,no,793.0000,yes,no,unknown,15.0000,may,109.0000,1.0000,-1.0000,0.0000,unknown,no
58.0000,services,married,primary,no,943.0000,yes,no,unknown,3.0000,jun,243.0000,3.0000,-1.0000,0.0000,unknown,no
34.0000,management,married,tertiary,no,0.0000,yes,yes,cellular,10.0000,jul,129.0000,1.0000,-1.0000,0.0000,unknown,no
23.0000,student,single,unknown,no,565.0000,no,no,cellular,28.0000,may,162.0000,7.0000,-1.0000,0.0000,unknown,no
59.0000,unknown,married,unknown,no,1541.0000,no,no,cellular,5.0000,aug,790.0000,1.0000,-1.0000,0.0000,unknown,no
42.0000,technician,married,tertiary,no,1079.0000,no,no,cellular,31.0000,jul,61.0000,2.0000,-1.0000,0.0000,unknown,no
50.0000,management,married,tertiary,no,0.0000,no,no,cellular,10.0000,aug,232.0000,3.0000,130.0000,3.0000,other,no
31.0000,management,single,secondary,no,1310.0000,yes,no,cellular,18.0000,may,12.0000,2.0000,-1.0000,0.0000,unknown,no
31.0000,management,single,tertiary,no,98.0000,no,no,cellular,11.0000,aug,69.0000,2.0000,-1.0000,0.0000,unknown,no
28.0000,admin.,married,secondary,no,5.0000,yes,no,cellular,18.0000,jul,121.0000,1.0000,-1.0000,0.0000,unknown,no
30.0000,entrepreneur,married,secondary,no,2551.0000,yes,no,unknown,5.0000,jun,142.0000,2.0000,-1.0000,0.0000,unknown,no
35.0000,blue-collar,married,secondary,no,154.0000,yes,no,unknown,23.0000,may,211.0000,4.0000,-1.0000,0.0000,unknown,no
29.0000,admin.,married,secondary,no,-150.0000,yes,no,unknown,6.0000,may,328.0000,1.0000,-1.0000,0.0000,unknown,no
48.0000,management,married,primary,no,427.0000,no,no,cellular,17.0000,nov,62.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,admin.,single,tertiary,no,664.0000,yes,no,cellular,17.0000,apr,119.0000,1.0000,-1.0000,0.0000,unknown,no
40.0000,management,single,tertiary,no,0.0000,no,no,cellular,26.0000,aug,58.0000,7.0000,-1.0000,0.0000,unknown,no
38.0000,entrepreneur,married,secondary,no,680.0000,yes,no,unknown,19.0000,may,144.0000,2.0000,-1.0000,0.0000,unknown,no
30.0000,admin.,married,secondary,no,4.0000,no,no,unknown,20.0000,jun,7.0000,2.0000,-1.0000,0.0000,unknown,no
60.0000,blue-collar,married,secondary,no,196.0000,no,no,unknown,20.0000,jun,583.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,entrepreneur,divorced,secondary,no,290.0000,yes,no,cellular,13.0000,apr,230.0000,1.0000,-1.0000,0.0000,unknown,no
28.0000,student,single,tertiary,no,221.0000,yes,no,cellular,15.0000,may,176.0000,1.0000,-1.0000,0.0000,unknown,no
31.0000,technician,married,secondary,no,180.0000,no,no,cellular,26.0000,may,222.0000,1.0000,70.0000,2.0000,success,no
48.0000,services,single,primary,no,-139.0000,no,no,cellular,13.0000,may,75.0000,2.0000,-1.0000,0.0000,unknown,no
36.0000,blue-collar,single,primary,no,79.0000,no,no,unknown,20.0000,jun,9.0000,3.0000,-1.0000,0.0000,unknown,no
41.0000,management,divorced,tertiary,no,236.0000,no,no,cellular,3.0000,feb,159.0000,2.0000,-1.0000,0.0000,unknown,no
51.0000,management,divorced,tertiary,no,-2282.0000,yes,yes,cellular,14.0000,jul,301.0000,6.0000,-1.0000,0.0000,unknown,no
35.0000,blue-collar,married,secondary,no,2200.0000,yes,no,cellular,17.0000,apr,14.0000,1.0000,-1.0000,0.0000,unknown,no
51.0000,management,single,unknown,no,-461.0000,yes,no,unknown,28.0000,may,33.0000,2.0000,-1.0000,0.0000,unknown,no
56.0000,blue-collar,married,secondary,no,385.0000,no,no,cellular,20.0000,aug,210.0000,3.0000,-1.0000,0.0000,unknown,no
59.0000,retired,married,secondary,no,2291.0000,no,yes,cellular,14.0000,jul,127.0000,3.0000,-1.0000,0.0000,unknown,no
48.0000,services,married,secondary,no,2850.0000,yes,no,cellular,6.0000,aug,107.0000,3.0000,-1.0000,0.0000,unknown,no
24.0000,admin.,single,secondary,no,1235.0000,yes,yes,unknown,30.0000,may,76.0000,3.0000,-1.0000,0.0000,unknown,no
56.0000,admin.,married,secondary,no,360.0000,yes,yes,cellular,24.0000,jul,98.0000,2.0000,-1.0000,0.0000,unknown,no
34.0000,management,married,tertiary,no,1352.0000,no,no,cellular,8.0000,aug,265.0000,2.0000,-1.0000,0.0000,unknown,no
35.0000,technician,married,secondary,no,905.0000,no,yes,cellular,21.0000,aug,114.0000,2.0000,-1.0000,0.0000,unknown,no
57.0000,retired,married,tertiary,no,138.0000,no,no,unknown,26.0000,may,157.0000,5.0000,-1.0000,0.0000,unknown,no
30.0000,blue-collar,single,secondary,no,0.0000,yes,no,cellular,14.0000,jul,768.0000,2.0000,-1.0000,0.0000,unknown,no
40.0000,admin.,divorced,secondary,no,221.0000,yes,no,unknown,13.0000,may,154.0000,2.0000,-1.0000,0.0000,unknown,no
48.0000,blue-collar,married,primary,no,-254.0000,no,yes,cellular,29.0000,aug,134.0000,4.0000,-1.0000,0.0000,unknown,no
35.0000,management,married,tertiary,no,1510.0000,yes,no,unknown,9.0000,may,61.0000,1.0000,-1.0000,0.0000,unknown,no
46.0000,services,married,secondary,no,1757.0000,yes,no,unknown,14.0000,may,380.0000,4.0000,-1.0000,0.0000,unknown,no
30.0000,blue-collar,married,primary,no,0.0000,yes,no,cellular,6.0000,may,239.0000,2.0000,-1.0000,0.0000,unknown,no
37.0000,services,single,secondary,no,934.0000,yes,no,unknown,16.0000,may,242.0000,3.0000,-1.0000,0.0000,unknown,no
30.0000,unemployed,married,tertiary,no,0.0000,yes,no,cellular,18.0000,nov,756.0000,1.0000,-1.0000,0.0000,unknown,no
46.0000,management,married,tertiary,no,1217.0000,yes,no,unknown,15.0000,may,236.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,blue-collar,divorced,primary,no,-57.0000,yes,no,unknown,16.0000,may,221.0000,2.0000,-1.0000,0.0000,unknown,no
34.0000,unemployed,married,secondary,no,438.0000,yes,yes,cellular,9.0000,apr,272.0000,1.0000,323.0000,1.0000,failure,no
43.0000,admin.,divorced,secondary,no,729.0000,yes,no,unknown,30.0000,may,668.0000,2.0000,-1.0000,0.0000,unknown,no
31.0000,services,married,secondary,no,0.0000,yes,no,cellular,29.0000,jan,224.0000,2.0000,-1.0000,0.0000,unknown,no
37.0000,blue-collar,married,secondary,no,374.0000,yes,no,unknown,7.0000,may,944.0000,3.0000,-1.0000,0.0000,unknown,no
49.0000,self-employed,single,tertiary,no,-341.0000,no,yes,cellular,18.0000,nov,920.0000,2.0000,-1.0000,0.0000,unknown,no
38.0000,blue-collar,married,secondary,no,-367.0000,yes,yes,cellular,12.0000,may,354.0000,1.0000,-1.0000,0.0000,unknown,no
27.0000,admin.,single,secondary,no,592.0000,yes,yes,cellular,5.0000,feb,466.0000,3.0000,-1.0000,0.0000,unknown,no
35.0000,management,divorced,tertiary,no,457.0000,yes,no,cellular,5.0000,feb,114.0000,3.0000,-1.0000,0.0000,unknown,no
47.0000,unemployed,single,secondary,no,4819.0000,no,no,cellular,18.0000,nov,144.0000,1.0000,-1.0000,0.0000,unknown,no
56.0000,blue-collar,married,primary,no,-85.0000,yes,yes,unknown,26.0000,may,118.0000,1.0000,-1.0000,0.0000,unknown,no
26.0000,self-employed,single,secondary,no,467.0000,yes,yes,unknown,4.0000,jun,90.0000,2.0000,-1.0000,0.0000,unknown,no
29.0000,admin.,single,secondary,no,-309.0000,yes,yes,unknown,4.0000,jun,215.0000,1.0000,-1.0000,0.0000,unknown,no
38.0000,blue-collar,married,primary,no,467.0000,yes,no,unknown,16.0000,may,379.0000,1.0000,-1.0000,0.0000,unknown,no
33.0000,blue-collar,married,tertiary,no,870.0000,no,yes,cellular,8.0000,jul,545.0000,3.0000,-1.0000,0.0000,unknown,no
30.0000,blue-collar,single,secondary,no,-93.0000,yes,no,unknown,27.0000,may,149.0000,2.0000,-1.0000,0.0000,unknown,no
36.0000,admin.,married,secondary,no,75.0000,yes,no,unknown,4.0000,jul,52.0000,4.0000,-1.0000,0.0000,unknown,no
37.0000,blue-collar,single,secondary,no,292.0000,no,no,unknown,8.0000,sep,9.0000,1.0000,-1.0000,0.0000,unknown,no
60.0000,blue-collar,married,secondary,no,0.0000,no,yes,unknown,5.0000,jun,124.0000,1.0000,-1.0000,0.0000,unknown,no
48.0000,management,married,tertiary,no,263.0000,yes,no,unknown,5.0000,may,350.0000,2.0000,-1.0000,0.0000,unknown,no
32.0000,management,married,tertiary,no,134.0000,no,yes,cellular,29.0000,aug,162.0000,2.0000,-1.0000,0.0000,unknown,no
31.0000,self-employed,single,tertiary,no,91.0000,no,no,unknown,23.0000,may,206.0000,1.0000,-1.0000,0.0000,unknown,no
54.0000,management,married,tertiary,no,0.0000,no,yes,cellular,19.0000,nov,307.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,self-employed,married,tertiary,no,229.0000,no,no,cellular,29.0000,jan,184.0000,1.0000,-1.0000,0.0000,unknown,no
29.0000,services,single,secondary,no,197.0000,yes,no,cellular,5.0000,may,19.0000,2.0000,-1.0000,0.0000,unknown,no
23.0000,blue-collar,married,primary,no,-213.0000,no,no,unknown,13.0000,may,165.0000,2.0000,-1.0000,0.0000,unknown,no
51.0000,management,married,tertiary,no,-321.0000,no,no,cellular,6.0000,feb,470.0000,2.0000,9.0000,2.0000,other,no
32.0000,blue-collar,single,secondary,no,604.0000,no,no,cellular,30.0000,jan,410.0000,2.0000,196.0000,2.0000,other,no
48.0000,management,married,primary,no,606.0000,no,no,cellular,5.0000,mar,77.0000,6.0000,-1.0000,0.0000,unknown,no
32.0000,blue-collar,married,primary,no,1518.0000,yes,no,telephone,6.0000,feb,35.0000,3.0000,-1.0000,0.0000,unknown,no
44.0000,housemaid,married,secondary,no,192.0000,no,no,unknown,11.0000,jun,232.0000,2.0000,-1.0000,0.0000,unknown,no
35.0000,management,married,tertiary,no,0.0000,yes,yes,cellular,25.0000,jul,86.0000,4.0000,-1.0000,0.0000,unknown,no
46.0000,technician,married,secondary,yes,289.0000,no,no,unknown,7.0000,may,51.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,admin.,married,secondary,no,535.0000,no,no,unknown,9.0000,may,249.0000,3.0000,-1.0000,0.0000,unknown,no
31.0000,blue-collar,single,secondary,no,33.0000,yes,no,unknown,15.0000,may,214.0000,4.0000,-1.0000,0.0000,unknown,no
36.0000,blue-collar,married,primary,no,243.0000,yes,yes,unknown,30.0000,may,118.0000,2.0000,-1.0000,0.0000,unknown,no
35.0000,services,married,tertiary,no,0.0000,yes,no,unknown,2.0000,jun,312.0000,2.0000,-1.0000,0.0000,unknown,no
35.0000,services,married,secondary,no,1279.0000,yes,no,unknown,16.0000,jun,114.0000,5.0000,-1.0000,0.0000,unknown,no
36.0000,technician,married,tertiary,no,1327.0000,no,no,cellular,29.0000,oct,174.0000,2.0000,-1.0000,0.0000,unknown,no
52.0000,blue-collar,married,tertiary,no,297.0000,yes,no,cellular,18.0000,nov,62.0000,2.0000,195.0000,1.0000,failure,no
27.0000,technician,single,secondary,no,740.0000,yes,no,cellular,5.0000,may,294.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,unemployed,married,secondary,no,553.0000,no,no,telephone,4.0000,feb,125.0000,1.0000,-1.0000,0.0000,unknown,no
41.0000,entrepreneur,married,primary,no,406.0000,no,no,unknown,6.0000,jun,272.0000,1.0000,-1.0000,0.0000,unknown,no
18.0000,student,single,secondary,no,5.0000,no,no,cellular,24.0000,aug,143.0000,2.0000,-1.0000,0.0000,unknown,no
45.0000,blue-collar,married,secondary,no,2071.0000,no,yes,telephone,22.0000,jul,1148.0000,2.0000,-1.0000,0.0000,unknown,no
34.0000,technician,married,tertiary,no,932.0000,yes,no,cellular,4.0000,jun,218.0000,1.0000,-1.0000,0.0000,unknown,no
46.0000,services,married,secondary,no,-119.0000,yes,no,cellular,22.0000,jul,151.0000,3.0000,-1.0000,0.0000,unknown,no
38.0000,technician,married,secondary,no,381.0000,yes,no,unknown,29.0000,may,126.0000,2.0000,-1.0000,0.0000,unknown,no
23.0000,services,married,secondary,no,1309.0000,yes,no,unknown,3.0000,jun,349.0000,2.0000,-1.0000,0.0000,unknown,no
41.0000,technician,married,unknown,no,30.0000,yes,no,cellular,10.0000,jul,151.0000,1.0000,-1.0000,0.0000,unknown,no
43.0000,management,single,tertiary,no,0.0000,no,no,cellular,11.0000,aug,155.0000,2.0000,-1.0000,0.0000,unknown,no
51.0000,management,married,tertiary,no,-15.0000,no,no,cellular,25.0000,jul,212.0000,2.0000,-1.0000,0.0000,unknown,no
45.0000,services,married,unknown,no,318.0000,no,no,cellular,16.0000,jul,63.0000,2.0000,-1.0000,0.0000,unknown,no
47.0000,housemaid,divorced,primary,no,1405.0000,no,no,unknown,12.0000,jun,127.0000,1.0000,-1.0000,0.0000,unknown,no
35.0000,blue-collar,married,tertiary,no,5271.0000,yes,no,cellular,14.0000,apr,119.0000,2.0000,-1.0000,0.0000,unknown,no
38.0000,admin.,divorced,secondary,no,-51.0000,no,yes,cellular,30.0000,jan,102.0000,1.0000,-1.0000,0.0000,unknown,no
31.0000,management,married,tertiary,no,3914.0000,no,yes,cellular,29.0000,jan,266.0000,1.0000,-1.0000,0.0000,unknown,no
49.0000,entrepreneur,married,tertiary,no,4976.0000,yes,no,cellular,21.0000,nov,105.0000,1.0000,-1.0000,0.0000,unknown,no
29.0000,blue-collar,single,secondary,no,16.0000,no,no,unknown,12.0000,may,197.0000,3.0000,-1.0000,0.0000,unknown,no
39.0000,admin.,married,secondary,no,1595.0000,yes,no,unknown,5.0000,jun,102.0000,2.0000,-1.0000,0.0000,unknown,no
41.0000,entrepreneur,married,tertiary,no,306.0000,yes,no,unknown,20.0000,jun,102.0000,3.0000,-1.0000,0.0000,unknown,no
34.0000,blue-collar,single,secondary,no,215.0000,no,no,cellular,5.0000,jun,329.0000,1.0000,94.0000,3.0000,success,no
78.0000,retired,divorced,unknown,no,2628.0000,no,no,telephone,14.0000,apr,129.0000,2.0000,-1.0000,0.0000,unknown,no
33.0000,management,married,tertiary,no,1778.0000,no,no,cellular,26.0000,may,134.0000,1.0000,103.0000,1.0000,success,no
59.0000,retired,married,primary,no,1423.0000,yes,no,unknown,15.0000,may,584.0000,2.0000,-1.0000,0.0000,unknown,no
52.0000,management,married,tertiary,no,659.0000,no,no,cellular,23.0000,jul,517.0000,4.0000,-1.0000,0.0000,unknown,no
35.0000,entrepreneur,married,tertiary,no,-31.0000,yes,no,cellular,21.0000,nov,171.0000,2.0000,-1.0000,0.0000,unknown,no
43.0000,admin.,married,secondary,yes,-204.0000,yes,no,unknown,26.0000,may,163.0000,2.0000,-1.0000,0.0000,unknown,no
43.0000,technician,single,secondary,no,1462.0000,no,no,unknown,9.0000,jun,75.0000,2.0000,-1.0000,0.0000,unknown,no
36.0000,blue-collar,married,secondary,no,723.0000,yes,no,cellular,31.0000,jul,101.0000,2.0000,-1.0000,0.0000,unknown,no
36.0000,admin.,single,tertiary,no,3954.0000,yes,no,unknown,21.0000,may,432.0000,1.0000,-1.0000,0.0000,unknown,no
45.0000,unemployed,single,secondary,no,33.0000,no,no,cellular,5.0000,feb,437.0000,1.0000,-1.0000,0.0000,unknown,no
47.0000,management,married,primary,no,4151.0000,yes,no,unknown,14.0000,may,114.0000,1.0000,-1.0000,0.0000,unknown,no
38.0000,admin.,divorced,secondary,yes,0.0000,no,yes,cellular,21.0000,jul,126.0000,3.0000,-1.0000,0.0000,unknown,no
45.0000,entrepreneur,married,tertiary,no,219.0000,yes,yes,cellular,28.0000,jul,118.0000,4.0000,-1.0000,0.0000,unknown,no
33.0000,technician,married,tertiary,no,2728.0000,no,no,cellular,5.0000,aug,295.0000,2.0000,-1.0000,0.0000,unknown,no
38.0000,management,divorced,tertiary,no,76.0000,no,no,cellular,30.0000,jan,220.0000,3.0000,-1.0000,0.0000,unknown,no
36.0000,technician,married,tertiary,no,4388.0000,no,no,cellular,8.0000,aug,52.0000,3.0000,-1.0000,0.0000,unknown,no
38.0000,blue-collar,married,secondary,no,-210.0000,yes,no,unknown,8.0000,may,21.0000,1.0000,-1.0000,0.0000,unknown,no
34.0000,self-employed,married,tertiary,no,2427.0000,no,no,telephone,11.0000,aug,90.0000,3.0000,70.0000,3.0000,failure,no
49.0000,technician,married,secondary,yes,-74.0000,yes,no,cellular,19.0000,nov,114.0000,1.0000,-1.0000,0.0000,unknown,no
37.0000,management,single,tertiary,no,2173.0000,no,no,cellular,21.0000,nov,158.0000,3.0000,114.0000,1.0000,failure,no
47.0000,technician,divorced,tertiary,no,8422.0000,no,no,cellular,8.0000,aug,200.0000,4.0000,-1.0000,0.0000,unknown,no
28.0000,self-employed,married,tertiary,no,120.0000,yes,yes,unknown,8.0000,may,130.0000,3.0000,-1.0000,0.0000,unknown,no
29.0000,admin.,divorced,secondary,no,1320.0000,yes,yes,unknown,8.0000,may,489.0000,1.0000,-1.0000,0.0000,unknown,no
30.0000,services,single,secondary,no,245.0000,no,yes,cellular,8.0000,jul,187.0000,2.0000,-1.0000,0.0000,unknown,no
34.0000,admin.,divorced,primary,no,9569.0000,yes,no,unknown,9.0000,may,43.0000,2.0000,-1.0000,0.0000,unknown,no
39.0000,technician,single,unknown,no,0.0000,yes,no,unknown,7.0000,may,130.0000,1.0000,-1.0000,0.0000,unknown,no
26.0000,blue-collar,married,secondary,no,2770.0000,yes,no,unknown,8.0000,may,141.0000,1.0000,-1.0000,0.0000,unknown,no
38.0000,technician,divorced,secondary,no,1221.0000,yes,yes,cellular,18.0000,aug,73.0000,7.0000,-1.0000,0.0000,unknown,no
47.0000,admin.,married,secondary,no,298.0000,yes,no,cellular,11.0000,may,183.0000,1.0000,-1.0000,0.0000,unknown,no
61.0000,management,married,secondary,no,967.0000,no,no,cellular,20.0000,aug,180.0000,1.0000,-1.0000,0.0000,unknown,no
35.0000,technician,married,secondary,no,0.0000,no,no,cellular,14.0000,jul,125.0000,2.0000,-1.0000,0.0000,unknown,no
34.0000,admin.,married,secondary,no,0.0000,yes,no,cellular,9.0000,feb,30.0000,4.0000,-1.0000,0.0000,unknown,no
34.0000,entrepreneur,married,secondary,no,1368.0000,yes,no,cellular,18.0000,nov,252.0000,2.0000,-1.0000,0.0000,unknown,no
47.0000,services,married,secondary,no,2597.0000,yes,no,unknown,16.0000,may,323.0000,1.0000,-1.0000,0.0000,unknown,no
36.0000,unemployed,married,secondary,no,-35.0000,no,no,cellular,30.0000,jan,339.0000,3.0000,-1.0000,0.0000,unknown,no
43.0000,technician,married,secondary,no,629.0000,no,no,cellular,5.0000,aug,196.0000,1.0000,-1.0000,0.0000,unknown,no
